Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10567817,1,"Monday, October  1, 2012 04:17:44 UTC",63.2199,-149.1897,1.5,91.70,16,"Central Alaska"
ak,10567793,2,"Monday, October  1, 2012 04:05:54 UTC",56.3146,-152.1413,3.7,9.10,27,"Kodiak Island region, Alaska"
ak,10567791,1,"Monday, October  1, 2012 04:05:23 UTC",61.2663,-152.4077,2.3,2.60,16,"Southern Alaska"
us,c000cyq5,3,"Monday, October  1, 2012 03:41:09 UTC",32.8410,-96.9303,2.1,5.00,11,"northern Texas"
se,100112a,B,"Monday, October  1, 2012 03:34:06 UTC",35.6500,-83.6043,1.8,9.10,11,"eastern Tennessee"
nc,71850450,4,"Monday, October  1, 2012 03:20:03 UTC",37.6530,-119.0210,1.5,3.40,33,"Long Valley area, California"
ak,10567777,1,"Monday, October  1, 2012 03:18:17 UTC",61.6192,-150.0795,1.9,33.60,18,"Southern Alaska"
ci,15222961,2,"Monday, October  1, 2012 02:58:39 UTC",35.9955,-118.3990,1.0,7.00,14,"Central California"
us,c000cypt,5,"Monday, October  1, 2012 02:28:56 UTC",-43.5000,172.8200,3.6,5.00, 0,"South Island of New Zealand"
ak,10567765,1,"Monday, October  1, 2012 02:23:03 UTC",61.1301,-147.1038,1.6,8.60, 6,"Southern Alaska"
nc,71850430,0,"Monday, October  1, 2012 02:20:17 UTC",38.8548,-122.7163,1.7,3.90, 8,"Northern California"
nc,71850425,0,"Monday, October  1, 2012 02:13:31 UTC",38.8538,-122.7143,1.4,4.20,12,"Northern California"
ci,15222953,2,"Monday, October  1, 2012 02:09:39 UTC",34.0637,-116.3157,1.1,9.30,40,"Southern California"
ak,10567752,1,"Monday, October  1, 2012 01:41:03 UTC",62.9221,-150.7070,1.8,110.60,22,"Central Alaska"
us,c000cypl,8,"Monday, October  1, 2012 01:36:26 UTC",-26.1528,178.3379,4.5,621.80,39,"south of the Fiji Islands"
us,c000cypg,4,"Monday, October  1, 2012 01:32:33 UTC",2.1550,-84.7938,4.1,10.20,18,"off the coast of Central America"
ci,15222945,2,"Monday, October  1, 2012 01:29:42 UTC",33.6988,-116.7310,1.4,19.70,63,"Southern California"
ak,10567735,1,"Monday, October  1, 2012 01:19:08 UTC",62.0150,-151.7236,3.1,90.90,24,"Central Alaska"
nc,71850400,2,"Monday, October  1, 2012 01:16:37 UTC",39.7060,-120.3455,1.7,13.40,24,"Northern California"
nc,71850395,1,"Monday, October  1, 2012 01:13:55 UTC",38.7785,-122.7560,1.6,1.50,24,"Northern California"
ci,15222929,2,"Monday, October  1, 2012 01:01:39 UTC",35.3498,-118.6698,1.9,7.60,41,"Central California"
us,c000cyp4,8,"Monday, October  1, 2012 01:00:49 UTC",40.2635,142.7242,4.4,53.20,97,"near the east coast of Honshu, Japan"
ak,10567729,1,"Monday, October  1, 2012 00:59:15 UTC",61.4841,-146.4335,1.5,29.40, 9,"Southern Alaska"
nc,71850365,5,"Monday, October  1, 2012 00:29:59 UTC",37.6545,-119.0203,1.3,3.50,30,"Long Valley area, California"
ci,15222921,5,"Monday, October  1, 2012 00:27:25 UTC",33.4055,-116.3472,1.9,15.20,95,"Southern California"
ci,15222897,4,"Monday, October  1, 2012 00:03:03 UTC",34.2245,-117.5135,1.5,10.20,61,"Greater Los Angeles area, California"
hv,60406816,2,"Sunday, September 30, 2012 23:41:13 UTC",19.3772,-155.2383,2.0,3.90,21,"Island of Hawaii, Hawaii"
ci,15222889,2,"Sunday, September 30, 2012 23:36:05 UTC",35.0467,-117.6653,1.7,0.00,17,"Southern California"
us,c000cyn8,5,"Sunday, September 30, 2012 23:04:43 UTC",41.4432,81.8676,4.7,35.00,82,"southern Xinjiang, China"
us,c000cymw,4,"Sunday, September 30, 2012 22:47:25 UTC",2.9545,127.5985,4.4,58.10,20,"Molucca Sea"
us,c000cym8,A,"Sunday, September 30, 2012 22:39:16 UTC",38.2842,142.1442,4.6,15.80,24,"near the east coast of Honshu, Japan"
nc,71850345,2,"Sunday, September 30, 2012 22:28:31 UTC",37.4840,-119.3730,1.1,13.40,15,"Central California"
nc,71850340,0,"Sunday, September 30, 2012 22:21:36 UTC",38.8187,-122.7958,1.0,2.60,19,"Northern California"
uu,09302203,2,"Sunday, September 30, 2012 22:03:30 UTC",40.7282,-112.2335,1.4,1.60,17,"Utah"
ak,10567701,2,"Sunday, September 30, 2012 22:00:15 UTC",59.5750,-153.0023,1.8,95.90,11,"Southern Alaska"
ak,10567697,1,"Sunday, September 30, 2012 21:52:24 UTC",62.9716,-149.5251,1.5,94.00, 8,"Central Alaska"
us,c000cyl1,6,"Sunday, September 30, 2012 21:49:27 UTC",56.3223,164.3513,4.5,30.40,112,"Komandorskiye Ostrova, Russia region"
ak,10567685,2,"Sunday, September 30, 2012 21:01:44 UTC",60.3371,-150.7004,1.8,35.50,15,"Kenai Peninsula, Alaska"
nc,71850310,0,"Sunday, September 30, 2012 21:01:17 UTC",38.8145,-122.8113,1.1,2.80,16,"Northern California"
us,c000cyjw,5,"Sunday, September 30, 2012 20:43:38 UTC",2.5208,89.9390,4.7,15.00,33,"North Indian Ocean"
ak,10567680,1,"Sunday, September 30, 2012 20:30:36 UTC",64.7525,-146.9182,1.2,4.40, 7,"Central Alaska"
ak,10567672,1,"Sunday, September 30, 2012 20:08:32 UTC",65.4297,-144.7677,2.4,2.60,17,"northern Alaska"
se,100112c,B,"Sunday, September 30, 2012 19:46:02 UTC",35.9519,-84.6112,1.1,9.90, 6,"eastern Tennessee"
us,c000cyrb,5,"Sunday, September 30, 2012 19:17:17 UTC",35.5231,-96.7785,3.0,5.00, 0,"Oklahoma"
ci,15222881,2,"Sunday, September 30, 2012 18:33:27 UTC",36.8892,-117.4223,1.3,8.50,16,"Central California"
pr,12274007,0,"Sunday, September 30, 2012 18:00:27 UTC",19.6613,-64.2303,3.3,63.00, 7,"Virgin Islands region"
nc,71850250,2,"Sunday, September 30, 2012 17:04:37 UTC",39.4677,-123.1152,1.9,2.40,21,"Northern California"
ak,10567637,2,"Sunday, September 30, 2012 16:59:39 UTC",68.4779,-147.3281,3.7,2.70,18,"northern Alaska"
ci,15222849,2,"Sunday, September 30, 2012 16:56:44 UTC",34.1647,-116.4403,1.7,4.90,34,"Southern California"
ci,15222841,2,"Sunday, September 30, 2012 16:55:54 UTC",33.3533,-116.2642,1.5,12.20,49,"Southern California"
nc,71850240,1,"Sunday, September 30, 2012 16:50:34 UTC",38.8418,-122.8290,2.0,2.30,31,"Northern California"
us,2012gdap,D,"Sunday, September 30, 2012 16:31:35 UTC",1.9200,-76.3547,7.3,170.00,824,"Colombia"
ci,15222817,2,"Sunday, September 30, 2012 16:28:41 UTC",34.2245,-116.5495,1.5,2.20,75,"Southern California"
ak,10567593,1,"Sunday, September 30, 2012 16:27:23 UTC",63.8481,-148.8059,2.6,104.60,38,"Central Alaska"
uw,60470441,4,"Sunday, September 30, 2012 15:46:08 UTC",47.7490,-120.2012,2.0,4.70,13,"Washington"
us,c000cyfh,A,"Sunday, September 30, 2012 15:35:53 UTC",22.9925,146.0500,5.4,35.00,371,"Volcano Islands, Japan region"
ci,15222793,2,"Sunday, September 30, 2012 15:33:46 UTC",36.0317,-117.7742,1.2,2.30,36,"Central California"
nc,71850205,2,"Sunday, September 30, 2012 14:38:18 UTC",39.4025,-122.8628,1.7,11.20,24,"Northern California"
ak,10567580,2,"Sunday, September 30, 2012 14:29:31 UTC",51.5736,-173.2796,3.1,16.90,15,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12274008,0,"Sunday, September 30, 2012 13:41:24 UTC",19.2798,-64.0345,3.0,96.00, 4,"Virgin Islands region"
pr,12274006,0,"Sunday, September 30, 2012 13:32:34 UTC",18.1140,-67.3218,2.3,54.00, 7,"Mona Passage, Puerto Rico"
nc,71850170,4,"Sunday, September 30, 2012 13:21:13 UTC",37.6202,-119.0262,1.1,5.90,31,"Long Valley area, California"
ak,10567564,2,"Sunday, September 30, 2012 13:19:03 UTC",61.0301,-146.2756,2.0,15.80,15,"Southern Alaska"
nc,71850165,0,"Sunday, September 30, 2012 13:17:54 UTC",38.8410,-122.7737,1.1,2.00,11,"Northern California"
ci,15222785,2,"Sunday, September 30, 2012 12:55:06 UTC",33.9412,-118.7122,1.7,0.70,23,"Channel Islands region, California"
nc,71850145,0,"Sunday, September 30, 2012 12:50:31 UTC",38.7838,-122.7435,1.4,0.20,21,"Northern California"
nc,71850135,0,"Sunday, September 30, 2012 12:36:44 UTC",38.8243,-122.8018,1.4,3.40,22,"Northern California"
ci,15222761,2,"Sunday, September 30, 2012 12:11:27 UTC",36.0058,-118.3997,1.0,5.00,23,"Central California"
ak,10567553,1,"Sunday, September 30, 2012 12:08:50 UTC",63.5054,-147.0689,1.5,16.60, 6,"Central Alaska"
hv,60406591,2,"Sunday, September 30, 2012 11:53:52 UTC",19.4243,-155.3142,1.7,5.30,23,"Island of Hawaii, Hawaii"
ak,10567544,1,"Sunday, September 30, 2012 11:42:04 UTC",63.7744,-149.0871,1.9,108.00,31,"Central Alaska"
nn,00389900,9,"Sunday, September 30, 2012 11:22:40 UTC",39.4652,-119.1821,1.5,12.40,19,"Nevada"
ci,15222737,2,"Sunday, September 30, 2012 10:28:53 UTC",33.0472,-116.4515,1.5,6.60,84,"Southern California"
nc,71850110,0,"Sunday, September 30, 2012 10:27:07 UTC",37.7190,-122.0890,1.1,11.30, 9,"San Francisco Bay area, California"
nc,71850100,3,"Sunday, September 30, 2012 10:26:04 UTC",37.7105,-122.1020,1.9,10.60,95,"San Francisco Bay area, California"
nc,71850105,2,"Sunday, September 30, 2012 10:24:58 UTC",36.5712,-121.1738,1.3,7.00,33,"Central California"
nc,71850095,3,"Sunday, September 30, 2012 10:08:05 UTC",37.7128,-122.1030,2.2,11.50,154,"San Francisco Bay area, California"
ak,10567523,1,"Sunday, September 30, 2012 10:04:37 UTC",61.7697,-151.7046,1.7,100.00,14,"Southern Alaska"
us,c000cyeg,5,"Sunday, September 30, 2012 09:30:13 UTC",8.3960,-77.1053,4.3,43.20,93,"Panama-Colombia border region"
ld,60036301,1,"Sunday, September 30, 2012 08:59:05 UTC",39.6587,-76.4243,1.7,10.00,12,"Maryland"
nc,71850075,0,"Sunday, September 30, 2012 08:41:29 UTC",38.8272,-122.7583,1.2,0.80,18,"Northern California"
nm,093012a,A,"Sunday, September 30, 2012 08:26:55 UTC",36.3163,-89.5270,1.3,8.10,17,"Tennessee"
ak,10567504,1,"Sunday, September 30, 2012 07:54:51 UTC",64.8563,-146.8121,1.0,8.80, 9,"Central Alaska"
pr,12274005,0,"Sunday, September 30, 2012 07:22:14 UTC",19.5601,-64.3837,2.7,58.00, 4,"Virgin Islands region"
ak,10567494,1,"Sunday, September 30, 2012 07:16:29 UTC",64.8605,-146.9035,1.7,0.30,15,"Central Alaska"
us,c000cydy,5,"Sunday, September 30, 2012 07:14:41 UTC",38.3026,71.3828,4.3,47.60,24,"Tajikistan"
nc,71850045,3,"Sunday, September 30, 2012 06:49:57 UTC",38.8208,-122.7937,2.1,3.40,74,"Northern California"
us,c000cydk,A,"Sunday, September 30, 2012 06:49:25 UTC",26.9971,-111.5849,4.2,9.70,88,"Gulf of California"
ak,10567489,2,"Sunday, September 30, 2012 06:44:19 UTC",53.6360,-159.1803,3.3,40.90,14,"south of Alaska"
nc,71850035,1,"Sunday, September 30, 2012 06:42:07 UTC",38.8133,-122.8253,1.7,2.70,35,"Northern California"
nc,71850030,1,"Sunday, September 30, 2012 06:31:49 UTC",38.8095,-122.8148,1.9,0.70,27,"Northern California"
nc,71850025,1,"Sunday, September 30, 2012 06:22:15 UTC",38.8315,-122.7612,1.5,0.80,23,"Northern California"
ci,15222697,2,"Sunday, September 30, 2012 06:03:41 UTC",32.7615,-115.3892,1.5,13.80,16,"Southern California"
ak,10567478,2,"Sunday, September 30, 2012 06:03:37 UTC",51.4816,-178.2572,2.6,29.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71850005,2,"Sunday, September 30, 2012 05:54:20 UTC",37.6668,-122.2155,1.6,10.10,39,"San Francisco Bay, California"
pr,12274001,0,"Sunday, September 30, 2012 05:47:38 UTC",19.6755,-64.5515,3.1,29.00, 6,"Virgin Islands region"
pr,12274002,0,"Sunday, September 30, 2012 05:36:11 UTC",19.5424,-64.3259,3.0,67.00, 5,"Virgin Islands region"
hv,60406346,1,"Sunday, September 30, 2012 05:26:03 UTC",19.3053,-155.2243,2.0,7.30,41,"Island of Hawaii, Hawaii"
pr,12274009,0,"Sunday, September 30, 2012 04:55:59 UTC",18.8052,-64.2760,2.7,31.00, 3,"Virgin Islands region"
pr,12274004,0,"Sunday, September 30, 2012 04:46:26 UTC",19.9689,-64.1940,3.1,24.00, 4,"north of the Virgin Islands"
ci,15222681,2,"Sunday, September 30, 2012 04:14:50 UTC",33.5170,-116.5257,1.0,14.60,53,"Southern California"
us,c000cycy,6,"Sunday, September 30, 2012 04:09:02 UTC",32.8147,-96.9621,3.1,5.00,30,"northern Texas"
us,c000cyc1,8,"Sunday, September 30, 2012 04:05:00 UTC",32.8421,-96.9756,3.4,5.00,30,"northern Texas"
pr,12274003,0,"Sunday, September 30, 2012 04:03:35 UTC",17.9799,-64.2604,2.6,26.00, 4,"Virgin Islands region"
nc,71849970,2,"Sunday, September 30, 2012 03:32:17 UTC",39.1887,-122.8572,1.5,7.70,21,"Northern California"
nc,71849965,0,"Sunday, September 30, 2012 03:17:25 UTC",38.6442,-119.5508,2.1,8.40,13,"Central California"
ak,10567431,1,"Sunday, September 30, 2012 03:02:18 UTC",61.2848,-152.4971,1.5,0.10, 8,"Southern Alaska"
ci,15222673,2,"Sunday, September 30, 2012 02:31:59 UTC",33.0787,-116.5503,1.2,9.30,65,"Southern California"
ak,10567410,2,"Sunday, September 30, 2012 02:26:00 UTC",60.1917,-149.0940,3.1,16.50,52,"Kenai Peninsula, Alaska"
nc,71849930,0,"Sunday, September 30, 2012 02:19:34 UTC",38.8327,-122.7618,1.2,1.30,13,"Northern California"
nc,71849900,1,"Sunday, September 30, 2012 02:15:12 UTC",38.8292,-122.7617,1.5,1.30,27,"Northern California"
nc,71849895,1,"Sunday, September 30, 2012 02:14:32 UTC",38.8282,-122.7587,1.6,1.40,23,"Northern California"
nc,71849890,5,"Sunday, September 30, 2012 02:13:07 UTC",38.8302,-122.7612,2.8,1.40,80,"Northern California"
pr,12274000,0,"Sunday, September 30, 2012 01:53:30 UTC",18.7647,-67.3724,3.0,59.00, 9,"Puerto Rico region"
us,c000cybp,6,"Sunday, September 30, 2012 01:52:25 UTC",2.6062,89.7214,4.9,10.10,72,"North Indian Ocean"
ci,15222649,2,"Sunday, September 30, 2012 01:22:43 UTC",33.2795,-116.8313,1.1,9.20,66,"Southern California"
uu,09300117,2,"Sunday, September 30, 2012 01:17:11 UTC",37.7945,-113.0745,1.4,3.00, 7,"Utah"
ak,10567391,1,"Sunday, September 30, 2012 01:03:57 UTC",59.8475,-152.0751,2.0,20.90, 7,"Southern Alaska"
uu,09300042,2,"Sunday, September 30, 2012 00:41:38 UTC",38.9848,-111.4792,1.8,2.90,13,"Utah"
nc,71065549,2,"Sunday, September 30, 2012 00:31:52 UTC",37.5097,-119.3753,1.5,12.40,10,"Central California"
nc,71849870,3,"Sunday, September 30, 2012 00:31:41 UTC",37.5053,-119.3478,1.6,12.70,28,"Central California"
ak,10567384,1,"Sunday, September 30, 2012 00:29:00 UTC",61.9558,-149.8238,1.3,31.20, 8,"Southern Alaska"
ak,10567375,2,"Saturday, September 29, 2012 23:53:13 UTC",56.0628,-142.8529,3.3,11.50,43,"Gulf of Alaska"
ak,10567374,2,"Saturday, September 29, 2012 23:53:13 UTC",65.8418,-150.0007,2.2,8.10,29,"northern Alaska"
ak,10569555,2,"Saturday, September 29, 2012 23:20:33 UTC",51.5435,-168.3953,2.7,25.50,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10567372,3,"Saturday, September 29, 2012 23:13:31 UTC",56.3516,-156.7980,2.1,12.80,17,"Alaska Peninsula"
ci,15222625,3,"Saturday, September 29, 2012 23:13:31 UTC",32.2065,-115.2128,3.2,10.00,23,"Baja California, Mexico"
ak,10569553,2,"Saturday, September 29, 2012 23:13:06 UTC",59.9021,-152.7832,1.5,90.80,15,"Southern Alaska"
ak,10567368,2,"Saturday, September 29, 2012 23:09:53 UTC",51.5927,-178.0840,3.4,13.30,38,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849830,3,"Saturday, September 29, 2012 22:59:25 UTC",36.4565,-121.0322,1.1,6.30,21,"Central California"
ak,10569551,2,"Saturday, September 29, 2012 22:41:08 UTC",51.4901,-178.1638,1.7,18.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567363,2,"Saturday, September 29, 2012 22:28:22 UTC",51.4948,-178.1189,1.4,6.70,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567364,2,"Saturday, September 29, 2012 22:25:14 UTC",63.5092,-151.3098,1.1,1.40,21,"Central Alaska"
ci,15222617,2,"Saturday, September 29, 2012 22:06:34 UTC",33.5180,-116.5223,1.0,14.40,44,"Southern California"
us,c000cya6,6,"Saturday, September 29, 2012 21:51:19 UTC",39.5395,144.4019,4.5,10.00,21,"off the east coast of Honshu, Japan"
ak,10567356,2,"Saturday, September 29, 2012 21:40:28 UTC",51.5274,-178.1106,4.2,13.00,32,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567354,2,"Saturday, September 29, 2012 21:25:16 UTC",51.0824,-178.4470,2.6,21.30,26,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849810,0,"Saturday, September 29, 2012 20:39:34 UTC",38.7553,-122.7200,1.3,2.00,13,"Northern California"
ak,10567351,2,"Saturday, September 29, 2012 20:34:44 UTC",51.4566,-178.1703,1.6,14.00,25,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569544,2,"Saturday, September 29, 2012 20:31:08 UTC",51.5376,-178.1488,1.4,11.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567349,3,"Saturday, September 29, 2012 20:22:42 UTC",51.4595,-178.1827,1.6,16.50,20,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cy9c,6,"Saturday, September 29, 2012 20:19:08 UTC",2.4520,98.4268,4.8,99.10,58,"northern Sumatra, Indonesia"
ci,15222593,2,"Saturday, September 29, 2012 20:14:10 UTC",34.7108,-120.1442,1.8,0.10,23,"Central California"
ak,10569542,2,"Saturday, September 29, 2012 20:13:46 UTC",51.5051,-178.1167,1.7,13.10,23,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60470301,1,"Saturday, September 29, 2012 20:03:35 UTC",47.1662,-121.8082,1.1,0.00, 7,"Washington"
uu,09291959,2,"Saturday, September 29, 2012 19:58:37 UTC",44.4190,-110.3230,1.0,3.40, 5,"Yellowstone National Park, Wyoming"
uu,09291958,2,"Saturday, September 29, 2012 19:58:10 UTC",44.4158,-110.3083,1.3,6.20,13,"Yellowstone National Park, Wyoming"
ak,10567344,2,"Saturday, September 29, 2012 19:46:55 UTC",60.6611,-147.6164,1.4,9.80,20,"Southern Alaska"
ci,15222585,2,"Saturday, September 29, 2012 19:37:01 UTC",33.9827,-116.9895,1.0,10.20,54,"Southern California"
ak,10567339,2,"Saturday, September 29, 2012 19:34:06 UTC",51.5069,-178.1128,2.0,12.50,22,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273019,0,"Saturday, September 29, 2012 19:31:16 UTC",19.5855,-64.3196,3.6,59.00, 5,"Virgin Islands region"
uw,60470291,1,"Saturday, September 29, 2012 19:28:32 UTC",46.1997,-122.1850,1.0,2.40,14,"Mount St. Helens area, Washington"
nn,00389839,9,"Saturday, September 29, 2012 19:18:17 UTC",38.5758,-119.4441,1.0,0.00,11,"Central California"
ak,10567337,2,"Saturday, September 29, 2012 19:06:38 UTC",51.6492,-178.1291,1.6,13.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567335,2,"Saturday, September 29, 2012 18:46:56 UTC",51.5110,-178.0856,2.9,12.30,35,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273018,0,"Saturday, September 29, 2012 18:41:41 UTC",19.5016,-64.2409,3.2,66.00, 3,"Virgin Islands region"
ak,10567333,2,"Saturday, September 29, 2012 18:28:30 UTC",51.5503,-178.0615,1.7,3.70,21,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569535,2,"Saturday, September 29, 2012 18:25:41 UTC",51.6072,-178.1779,1.5,4.20,14,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849775,0,"Saturday, September 29, 2012 18:16:39 UTC",38.4527,-122.6798,1.7,8.40,17,"Northern California"
nc,71065534,2,"Saturday, September 29, 2012 18:04:23 UTC",35.7230,-121.0353,1.1,6.50,24,"Central California"
us,c000cy7e,A,"Saturday, September 29, 2012 17:48:57 UTC",-17.4799,-69.6600,5.4,126.00,348,"southern Peru"
ak,10567320,2,"Saturday, September 29, 2012 17:42:11 UTC",64.7513,-145.8242,2.7,5.90,45,"Central Alaska"
us,c000cy7d,5,"Saturday, September 29, 2012 17:37:40 UTC",35.0133,140.0265,4.8,57.20,40,"near the east coast of Honshu, Japan"
ak,10567311,2,"Saturday, September 29, 2012 17:27:43 UTC",64.4915,-147.9368,2.0,9.10,35,"Central Alaska"
nc,71849745,2,"Saturday, September 29, 2012 16:50:39 UTC",36.4793,-121.0638,1.3,6.80,23,"Central California"
hv,60406101,1,"Saturday, September 29, 2012 16:42:45 UTC",19.8842,-155.4182,2.2,26.40,23,"Island of Hawaii, Hawaii"
ak,10567303,1,"Saturday, September 29, 2012 16:32:58 UTC",64.0654,-149.2221,1.3,60.70, 4,"Central Alaska"
us,c000cy6n,7,"Saturday, September 29, 2012 16:25:41 UTC",-7.0549,124.1584,4.8,587.30,80,"Banda Sea"
ak,10567296,2,"Saturday, September 29, 2012 16:21:01 UTC",59.6726,-153.3546,2.4,139.10,56,"Southern Alaska"
ci,15222553,2,"Saturday, September 29, 2012 16:16:45 UTC",35.4748,-119.6478,1.8,15.00,23,"Central California"
us,c000cy6i,6,"Saturday, September 29, 2012 16:13:30 UTC",-56.1919,-26.9129,4.7,82.30,34,"South Sandwich Islands region"
uu,09291605,2,"Saturday, September 29, 2012 16:05:49 UTC",44.4150,-110.3088,1.5,6.40,15,"Yellowstone National Park, Wyoming"
ak,10567290,2,"Saturday, September 29, 2012 15:54:04 UTC",63.5692,-150.8165,1.1,13.80,22,"Central Alaska"
uu,09291549,2,"Saturday, September 29, 2012 15:48:05 UTC",44.4180,-110.3057,1.5,6.20,16,"Yellowstone National Park, Wyoming"
nc,71065529,2,"Saturday, September 29, 2012 15:42:20 UTC",37.5603,-118.4728,1.3,10.80,13,"Central California"
ak,10567289,3,"Saturday, September 29, 2012 15:42:15 UTC",51.4597,-178.1149,1.9,13.20,23,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849710,2,"Saturday, September 29, 2012 15:42:14 UTC",37.6227,-119.0233,1.3,5.60,24,"Long Valley area, California"
ak,10567286,2,"Saturday, September 29, 2012 15:36:14 UTC",61.9423,-151.9080,1.6,98.50,28,"Southern Alaska"
ak,10567285,2,"Saturday, September 29, 2012 15:29:40 UTC",51.5761,-178.1479,1.7,10.30,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567277,2,"Saturday, September 29, 2012 15:09:59 UTC",62.7361,-148.6890,1.8,55.80,43,"Central Alaska"
ak,10567274,2,"Saturday, September 29, 2012 14:55:38 UTC",62.2233,-150.7171,1.5,66.40,32,"Central Alaska"
hv,60406091,1,"Saturday, September 29, 2012 14:50:25 UTC",19.2162,-155.4068,1.8,34.60,21,"Island of Hawaii, Hawaii"
ak,10569525,2,"Saturday, September 29, 2012 14:44:12 UTC",51.4937,-178.1884,1.7,19.00,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569524,2,"Saturday, September 29, 2012 14:41:24 UTC",51.5086,-178.1180,1.3,8.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569523,2,"Saturday, September 29, 2012 14:36:45 UTC",57.6150,-154.3340,1.5,50.60,14,"Kodiak Island region, Alaska"
ci,15222537,2,"Saturday, September 29, 2012 14:12:48 UTC",32.9113,-116.2228,1.5,6.90,72,"Southern California"
us,c000cy5j,8,"Saturday, September 29, 2012 14:12:04 UTC",13.8688,120.7298,5.0,186.10,76,"Mindoro, Philippines"
ak,10569521,2,"Saturday, September 29, 2012 14:10:06 UTC",52.6958,-166.6350,2.4,12.40,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10567261,2,"Saturday, September 29, 2012 13:56:38 UTC",60.3146,-152.4191,1.7,85.10,22,"Southern Alaska"
ak,10567260,2,"Saturday, September 29, 2012 13:56:08 UTC",51.6633,-177.4878,1.8,60.90,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567259,2,"Saturday, September 29, 2012 13:54:01 UTC",61.7464,-148.2365,1.3,7.40,19,"Southern Alaska"
uu,09291350,2,"Saturday, September 29, 2012 13:50:53 UTC",37.9915,-112.8843,1.1,1.00,13,"Utah"
ak,10569517,2,"Saturday, September 29, 2012 13:48:32 UTC",57.5500,-154.7160,1.6,53.20,14,"Kodiak Island region, Alaska"
uu,09291345,2,"Saturday, September 29, 2012 13:45:21 UTC",37.9833,-112.8877,2.2,2.30,20,"Utah"
ak,10569516,2,"Saturday, September 29, 2012 13:32:32 UTC",51.5977,-178.0218,1.8,13.20,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569515,2,"Saturday, September 29, 2012 13:26:18 UTC",51.5097,-178.1478,1.7,21.80,17,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222529,2,"Saturday, September 29, 2012 13:14:32 UTC",32.2153,-115.2103,2.5,10.00,17,"Baja California, Mexico"
ak,10567255,2,"Saturday, September 29, 2012 13:13:40 UTC",51.5631,-178.1473,2.0,17.00,20,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567251,3,"Saturday, September 29, 2012 13:10:09 UTC",60.0551,-140.7164,2.0,10.00,34,"Southern Yukon Territory, Canada"
ak,10569512,2,"Saturday, September 29, 2012 13:02:42 UTC",51.5352,-178.1458,1.9,17.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273015,0,"Saturday, September 29, 2012 12:56:14 UTC",18.1755,-67.3943,2.5,20.00, 5,"Mona Passage, Puerto Rico"
ak,10567248,3,"Saturday, September 29, 2012 12:54:27 UTC",51.4535,-178.2408,2.0,17.20,25,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567247,2,"Saturday, September 29, 2012 12:51:06 UTC",51.0706,179.2965,2.3,16.90,13,"Rat Islands, Aleutian Islands, Alaska"
ak,10567245,2,"Saturday, September 29, 2012 12:42:34 UTC",51.5596,-178.1044,2.2,13.10,20,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273013,0,"Saturday, September 29, 2012 12:40:08 UTC",19.5778,-64.2673,3.4,60.00,10,"Virgin Islands region"
ci,15222505,2,"Saturday, September 29, 2012 12:27:24 UTC",32.9075,-116.2217,1.6,5.00,70,"Southern California"
ak,10567242,2,"Saturday, September 29, 2012 12:27:13 UTC",51.5161,-178.1800,3.0,19.90,27,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569507,2,"Saturday, September 29, 2012 12:19:56 UTC",51.5230,-178.1958,1.8,23.90,18,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273017,0,"Saturday, September 29, 2012 12:17:17 UTC",19.6345,-64.2639,2.9,51.00, 3,"Virgin Islands region"
pr,12273016,0,"Saturday, September 29, 2012 12:14:15 UTC",19.1445,-64.9531,2.6,7.00, 3,"Virgin Islands region"
